11,11,11,11,11,11,11,106,63,63,106,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,15,14,14,15,11,11,11,11,11,11,11,11,11,11,11
11,117,117,300,117,117,11,15,14,14,15,11,117,117,300,117,117,11,11,11,11,11
11,11,11,11,11,11,11,15,14,14,15,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,15,14,14,15,11,11,11,11,11,11,11,11,11,11,11
11,15,15,15,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,15,15,11
11,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,11
11,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,11
11,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,11
11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,14,14,14,15,11
11,106,107,108,108,108,108,108,108,108,108,108,109,106,11,11,15,14,14,14,15,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,14,14,14,15,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,14,14,14,15,11
11,106,110,111,111,111,111,111,111,111,111,111,112,106,11,11,15,14,14,14,15,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,15,15,15,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
