11,11,11,11,11,11,11,11,63,63,11,11,11,11,117,11,11,11,11,11,11,11
11,11,11,12,12,11,11,106,11,11,106,11,11,11,300,11,11,11,11,11,11,11
11,11,12,14,14,12,11,106,11,11,106,11,11,11,117,11,11,11,11,11,11,11
11,11,12,14,14,12,11,106,11,11,106,11,11,11,117,11,11,11,11,11,11,11
11,11,12,14,14,12,11,11,11,11,11,11,11,11,117,117,117,300,117,117,117,117
11,11,12,14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,12,14,14,12,11,107,108,108,109,11,11,11,11,110,111,111,112,11,11,11
11,11,12,14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,12,14,14,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11
11,11,12,14,14,14,14,14,14,14,14,12,11,11,11,11,11,11,11,11,11,11
11,11,12,14,14,14,14,14,14,14,14,12,11,11,11,11,11,11,11,11,11,11
11,11,11,12,12,12,12,12,12,12,12,11,11,107,108,108,108,109,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,13,13,13,13,13,13,13,11,11,11,11,13,13,13,13,13,13,13,11,11
11,11,13,13,13,13,13,13,13,11,11,11,11,13,13,13,13,13,13,13,11,11
11,11,13,13,13,13,13,13,13,11,11,11,11,13,13,13,13,13,13,13,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
