11,11,11,11,11,11,11,11,11,106,63,63,106,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,106,11,11,106,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,117,117,117,14,14,117,117,117,11,11,11,11,117,117,117,14,14,117,117,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,14,14,14,14,14,14,117,11,11,11,11,117,14,14,14,14,14,14,117,11
11,117,117,117,117,117,117,117,117,11,11,11,11,117,117,117,117,117,117,117,117,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
