11,11,11,11,11,11,11,16,63,63,16,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,16,16,16,16,11,12,12,12,12,12,12,12,12,12,11
11,11,13,13,13,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,11,11,13,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,11,11,13,11,11,16,16,16,16,11,12,11,106,107,108,109,106,11,12,11
11,11,11,13,13,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,11,11,13,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,11,11,13,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,13,13,13,11,11,16,16,16,16,11,12,11,106,107,108,109,106,11,12,11
11,11,11,11,11,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,110,111,111,112,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,11,11,11,11,11,16,16,16,16,11,12,11,11,11,11,11,11,11,12,11
11,11,110,111,111,112,11,16,16,16,16,11,12,12,12,12,12,12,12,12,12,11
11,11,11,11,11,11,11,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11
11,11,110,111,111,112,11,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11
